,PropertyId,HostId,BranchId,Title,Description,NumGuests,NumBedrooms,NumBeds,NumBaths,Price
11,6848,412890,513896,Only 2 stops to Manhattan studio,"Comfortable studio apartment with super comfortable king size bed and  full kitchen and bathroom located in FABULOUS Williamsburg, Brooklyn. Our comfortable 500 sq foot (46 sq m) studio apartment with full kitchen and bath is for short term rental. The apartment is private and is in a two family house. The house is located in FABULOUS Williamsburg, Brooklyn within 10 minute travel from Manhattan. The studio is a perfect place to stay for budget minded visitors of New York City! IN THE APARTMENT: Comfortable luxury king size bed, soft flannel bed linens, pillows, comforters, a couch with queen size pullout bed, air conditioning, hangers, iron & ironing board, alarm clock, radio, TV(No Cable/Satellite), DVD/VCR player, wireless internet access for guest's laptops, dining table, room divider/screen IN THE BATHROOM:  Fluffy bath towels, hand towels, bath mat, wash cloths, toilet paper (initial supply), plunger/toilet brush, soaps, shampoo & conditioner, hair dryer. IN THE KITCHEN:  Refrige",3,0,1,1,260
12,7097,205368,846823,Perfect for Your Parents + Garden,"This is a street-level floor of a 4-story brownstone on a residential street. We live upstairs but it's private w/own entrance. Stairs lead to main house (behind door) but we don't enter. You'll have a bedroom, bathroom, living room, kitchenette (see below). You can cook upstairs in kitchen we seldom use. Garden access. Big TV and internet. Note: Bathroom is en suite so additional guests must walk through the bedroom to use it. No doorman -- just me -- but that wasn't available on drop-down. Are your parents coming to town? They'll love this space -- high-end Victorian townhouse. Very spacious and clean. We are on premises, and happy to help but won't disturb. There's no oven or cooktop or oven, but microwave, refrigerator/freezer, sink, cutlery/dishes, coffeepot and teapot as well as coffee and tea, sugar (no food, though). You can use main kitchen upstairs if you really want to cook. King-size bed as well as queen-size sofa bed, bathroom with shower but no tub. This is an open-space ",4,1,2,2,926
13,7322,611315,788749,"Chelsea Perfect  by Doti, an AIRBNB  Super Host!","Welcome to  New York City and Chelsea Perfect. I look forward to hosting you in a true BNB fashion with full amenities and a wonderful healthful organic breakfast prepared especially for you.  Here you will have all of the privacy your desire or socializing that you want. I am in the heart of the City in Chelsea and we are in walking distance of nearly everything and and easy subway or bus ride to the rest! Shops, food, shows, schools, and world renowned medical facilities. Enjoy! Hey Doti, You are now our #1 host in NYC...  Brian Chesky  Co-founder  Airbnb --------------------------------------------------------------------------------------- ENJOY NEW YORK CITY IN A TRUE BED AND BREAKFAST STYLE WITH FULL SERVICE AND AMENITIES.  Private Bedroom, with queen memory foam topped bed. The room is Located at the end of a long hall providing extra privacy. Apartment has large separate living room, dining area, NY small:)  but  fully equipped kitchen, furnished with all amenities and linen, c",3,1,1,1,875
14,7726,876968,788749,Hip Historic Brownstone Apartment with Backyard,"Meander down our beautiful tree lined street until you find our Historic 125 year old townhouse. Our hip one bedroom garden apartment comes with your own private entrance and backyard access.  Backyard has an outdoor sectional sofa, dining table for 8 and gas BBQ. It's an 8 min walk to the A Express train that will have you in lower Manhattan in 15 mins. Plenty of room for an air mattress if you need more sleeping space, just ask. Let your vacation begin in historic Crown Heights Brooklyn. You have your own floor with private entrance, kitchen and bathroom. The laundry room and backyard are shared spaces.  Guests are not allowed in the cellar or upstairs. Guests have private entrance and the entire 1 bedroom apartment to themselves. Private kitchen, bathroom, living room and bedroom. The Laundry room and backyard are shared spaces. Please feel free to text me during your stay for any questions or recommendations for restaurants, transit help, things to do etc... A mix of Caribbean cult",4,1,1,1,536
15,7750,839790,513896,Huge 2 BR Upper East  Cental Park,"Large Furnished 2BR one block  to Central Park - sleeps 4  (not a share, you will have the whole 2 bed room apartment) Available Starting July1st 2014 Located on 109th St East Side. Just half a block to Central park. off of 5th ave. Close to both the 6 and 2/3 subway. Only 15 mins sunway ride to Time square.  The apartment large. 2 bed room. will full size kitchen and bath.  One bed with queens size bed and the other with a full size bed. large real kitchen with stove and dishwasher . a nice size bathroom with big bath tub.  The rate is $190 per night. 7 nights min please. plus $120 one time cleaning fee.  There is a $300 refundable deposit needed at check in time Please tell me a little about what bring you to the big apple and how many people will be staying.  ",4,2,2,2,575
16,7801,915283,513896,Sweet and Spacious Brooklyn Loft,"A true open-plan loft in a repurposed factory building with beautiful sunlight, a king bed and comfy double futon, fully stocked kitchen with dishwasher, washer and dryer, custom cedar sauna, bathroom with tub and shower, and lots of lounging spaces. The apartment is an open-plan (Phone number hidden by Airbnb) sq. ft. loft (140 sq m) with 5 large windows providing bright sunlight all day, located in an old factory building with many of the original finishes including tin ceilings, wooden beams and columns, and white brick walls. Very few of these original factory loft buildings remain in the neighborhood, and this space is quite special. Located in the very center of Williamsburg: just two blocks from the Bedford L train and two blocks from McCarren park! Stellar restaurants, bars, nightlife, and shopping are all steps away. Manhattan is just a 5-10 minute ride on the L train. The loft has a fully stocked kitchen with fridge, oven, microwave, dishwasher, and everything you might need ",4,0,2,2,455
17,8024,348251,846823,CBG CtyBGd HelpsHaiti rm#1:1-4,"Located  in the heart of Park Slope, Bklyn,  CBG is a vintage Brooklyn experience. Our ground floor is our most accessible room, with a large full bathroom on garden end of same floor; common  kitchen/dining area here  as well. Queen bed firm/ comfortable; second (double) bed also comfortable. You have direct access to our enclosed porch and backyard garden.  Welcome to serenity! Grab a book from our extensive library and lounge in a hammock. This is how Brooklyn used to be. Welcome to CommunityBeGood,(URL HIDDEN)    30% of guest fees we donate to our partner Haitian - led groups;   informal Brooklyn guest house on Park Place  for people wanting travel stays tied into local neighborhood of Park Slope and to have their fees help  support local to global social projects. We offer  free wireless, cable TV in each room; Located 20  minutes from Manhattan by close subway, and steps from  Brooklyn's Fifth Avenue trendy cafes and shops/ BAM Brooklyn Academy of Music; ten minutes from Brooklyn",4,1,2,2,984
18,8110,403407,513896,CBG Helps Haiti Rm #2,"This sunny second floor smaller room has a comfortable large double bed and a couch that can fold out to a double bed to sleep one or two additional people.  The room faces the tree lined street with two large windows. There is Cable TV in the room and wifi throughout the building. On the second floor is a small half bathroom.  Off the office in the back is a large tiled shower for guest use.  Also there are full bathrooms with showers on the first floor and third floor, including a bathtub. * Owner occupied  brownstone with garden - homeowner (Lisel) is  active  in local/ global partnerships with the organized poor; guest cooking and food storage welcome;  * CTY Donations: 30% of guest fees go to Haitian or local projects.  CBG Partner network and  (SENSITIVE CONTENTS HIDDEN) followup are options.  * Guests are invited into an informal brownstone household, with garden and kitchen cooking access. WEB:(URL HIDDEN)    * Fifth Avenue Cafes, Brooklyn BAM performances, Prospect Park,  and ",3,4,8,8,698
19,8490,511101,788749,"MAISON DES SIRENES1,bohemian apartment","I am the lucky owner of an amazing brownstone. I have been renting my second floor as a vacation rental for one year plus and have amazing response.I just discovered airbnb and i thought i could try it .looks like fun.!!!! anyway the apt is (URL HIDDEN) features a terrasse with chairs ,table ,umbrella and (URL HIDDEN) is prefect for having a glass of wine in summer nights,grilling,brunch or simply chat and watch the stars!!!! Because the house is about 100 years old,there is antique wood floor,two fireplaces and antique clawfoot tub.The kitchen is enterely equiped(stove ,fridge...) with brick counter like in Tuscany. The master bedroom features a true queen size bed with double french door to the terrasse. The living room offers a daybed that turns into two twins beds or another queen size bed. Towels are provided. cable and wifi The neighbouhood bedstuy is the new upcoming place to be.It is often described as the hidden treasure of Ny.A new italian restaurant just opened a few block a",5,1,4,4,619
20,8700,167731,513896,Magnifique Suite au N de Manhattan - vue Cloitres,"Suite de 20 m2 a 5 min des 2 lignes de metro au Nord de Manhattan. Bars, restaurants et un marche bio animent le quartier. Magnifique vue sur les Cloitres medievaux et inonde de lumiere. Parfait pour une escapade a New-York! Metro 1 et A",2,1,1,1,540
21,9518,623410,513896,"SPACIOUS, LOVELY FURNISHED MANHATTAN BEDROOM","A VERY WELCOMING HOME WITH GOOD CARING PEOPLE EXCITED TO HAVE YOU IN OUR HOME. PLEASE BE RESPECTFUL AND KIND. 20 MINUTES TO TIMES SQUARE FULLY FURNISHED BEDROOM - TV, INTERNET, WI-FI, RADIO, HEAT, AC ALL UTILITIES INCLUDED  ACCESS TO THE ENTIRE APARTMENT LOOKING FOR  RESPONSIBLE, MATURE PEOPLE ONE BLOCK AWAY FROM THE 1 LINE  TWO BLOCKS AWAY FROM THE A LINE  LOVELY INWOOD PARK TWO BLOCKS AWAY  20 MINS TO MIDTOWN 24HR BUS & TRAIN SERVICE Dyckman Farmhouse Museum  4881 Broadway, New York, NY  Hours:  Today 11am – 4pm  Transit: 207th Street-10 Av  Cost‎: Adults $1; Children (under 10) free The Cloisters  Fort Tryon Park, 99 Margaret Corbin Drive, New York, NY  Hours:  Today 9am – 5:15pm  Transit: Dyckman Street (200 St)  The Cloisters is a museum located in Fort Tryon Park, New York City. The building, which is a branch of the Metropolitan Museum of Art, was reconstructed in the 1930s from the architectural elements of several European medieval abbeys. It is used to exhibit art and archite",2,1,1,1,303
22,9657,901880,513896,Modern 1 BR / NYC / EAST VILLAGE,"Awesome, spacious & clean 1 bedroom with a cozy, designer vibe. Located in the east village, it is perfectly convenient for great restaurants and bars of all varieties. Super convenient access to subway lines; only 4 blocks from L train or quick walk to Union Square with access to N, R, Q and 4,5,6, short walk to F, V at 2nd Avenue or 6 at Astor place. The east village offers a mixture of old school cool NY flavor and new school sophistication. Fun and unique boutiques and cafes line the streets. For some urban nature, Thompkins Square Park is just 1 block east. Although the neighborhood is lively and fun, the apartment is nice and quiet at night. As a designer in the interior/home field, I bring a unique element of style to my home. If you are interested in a classic, cool downtown experience in comfortable spot, this is for you!!! Maps, Local recommendations, Menus The east village offers a mixture of old school cool NY flavor and new school sophistication. Fun and unique boutiques a",3,1,1,1,711
23,9668,144510,846823,front room/double bed,"for couples or friends who are ok with sharing a bed. it's in the front of the apartment & while everyone must walk past it when they enter, it offers a bit more privacy than the other room(s) as it is more isolated. more noise from the nearby stairs _________________________________________________ F.A.Q. F.A.Q. F.A.Q. F.A.Q. F.A.Q. F.A.Q. F.A.Q. F.A.Q.  FREQUENTLY ASKED QUESTIONS -------------------------------------------------------------------------------------- Hi, are xx-xx dates available? check the calendar, if there's availability, feel free to make a booking, i've had many times other guests book the dates someone is looking for because they are writing to ask me if the days they want are available.  --------------- Where are you located?? check the tab on this listing that says ""location"", that will show you where i live, and where you will be located in relation to wherever you would like to visit. --------------- How far away are you from X? times square- 15 minutes centr",2,1,1,1,596
24,9704,379276,513896,Spacious 1 bedroom in luxe building,"The room is spacious, the neighborhood is safe, and you are 10 blocks north of Central Park. The Subway is a 4 minute walk with Express and Local trains.  Plenty of restaurants, bars and cafes nearby. The room has a desk and chair. Sorry, the picture has not been updated. Comfortable and conveniently located 2 bedroom, 1.5 bathroom in the best area in Harlem (8th Avenue, between 120th and 121st streets). The second bedroom has a closet, dresser, and full size bed.  It is fully equipped with fresh linen, towels, etc. Please note, I only rent the room to two guests when I am out of town. Large modern living room/dining room has a sofa bed, tv but no cable, wifi (throughout apt), antique dining room table and chairs… Full kitchen with everything you could possible need and washer / dryer Nearby Restaurants/bars: Vinteria - (8th Ave & 119th) Delicious café / restaurant “Les Ambassades” (8th Ave & 119th) Cedric - French (119th and St. Nicolas) Billy's Black - (119th and St. Nicolas) Harlem ",2,1,1,1,228
25,9783,505167,788749,back room/bunk beds,"this simple small room is good for  friends traveling together or couples who don't mind sleeping in separate beds while they stay here. you must walk past the living room where there may be guests or the host(ess) hanging out. _________________________________________________ F.A.Q. F.A.Q. F.A.Q. F.A.Q. F.A.Q. F.A.Q. F.A.Q. F.A.Q.  FREQUENTLY ASKED QUESTIONS -------------------------------------------------------------------------------------- Hi, are xx-xx dates available? check the calendar, if there's availability, feel free to make a booking, i've had many times other guests book the dates someone is looking for because they are writing to ask me if the days they want are available.  --------------- Where are you located?? check the tab on this listing that says ""location"", that will show you where i live, and where you will be located in relation to wherever you would like to visit. --------------- How far away are you from X? times square- 15 minutes central park 10-20min(depend",2,1,2,2,774
26,10452,219916,846823,Large B&B Style rooms,"Private Rooms for Rent (Phone number hidden by Airbnb) EVERYTHING IS INCLUDED!!! JUST BRING YOUR CLOTHES.  $70  Low monthly rental rate  Offering a lovely furnished private rooms with full kitchen and bathroom in a brand new home for male or female. Perfect for travelers, students, international guests.  Included:  All Utilities  Comfortable bed or pullout sofa (full size with fine linens, soaps and towels)  Fully equipped Kitchen and bath  All Rooms are extremely Clean and large  TV, High speed internet cable  Wireless internet  Housekeeping  Laundry room on premises  Great location: Franklin Avenue in Downtown Brooklyn.  Clean and Safe area. Two blocks from the A, C, and Shuttle train to the B, Q. Quick stops to Manhattan. Close to shopping area. Two blocks from the A, C, S train with quick and easy access to Manhattan.",3,1,0,0,341
27,10962,565623,513896,"Lovely room 2 & garden; Best area, Legal rental","Lovely room,  gorgeous garden, helpful host in beautiful, vibrant Park Slope.  Super safe & quiet, culturally rich,  excellent restaurants, Prospect Park.  This is a LEGAL rental. 2 minutes walk to 3 great subway lines.   Organic market, 6 gyms, by house. Please read;  then write me about your trip and needs.  Please do not  request reservation until I reply ""YES"". Welcome to an historic and stunning 4-story Brooklyn house filled with light, color, artwork & lovely garden, in beautiful Park Slope!   Safe,  quiet, dynamic,  popular neighborhood (#1 in NY!)     Three excellent SUBWAYS (R, F, G) by house.  20 mins to Manhattan. LEGAL rental of  one bedroom on top ""Guest"" floor. Please write;  Wait until I reply ""yes""  before you request reservation.    Discounts for long stays; I'm flexible.  The main floor is my office.   Enjoy the patio and  garden! This is a beautiful historic OLD  house, not modern,  so it has quirks of old houses, like creaky stairs.  Think about your travel preferen",2,1,0,0,815
28,11708,208775,846823,Cute apt in artist's home,"We are renting a private basement apartment in our home. The apartment space is totally private, nothing shared. It has a separate bedroom, bathroom and kitchenette with mini fridge and coffee maker (there is no stove for cooking).  You will have use of a hair dryer. There are small windows in the bedroom and kitchenette area. The bathroom and kitchenette are all newly built. Full size bed sleeps 2 people. We cannot accommodate more than 2 people, sorry! Our basement room with private bathroom and kitchenette is located in our home where we reside upstairs. There are custom-made artistic details throughout the apartment, including beautiful steel banister, thick maple wood bench, sculptural metal table and unique sculpture throughout. Interesting concave yellow bathroom tiles light up the bathroom. Bushwick is a vibrant community with lots of restaurants, bars, art galleries, cafes and street art. We are renting a private basement apartment in our home. The apartment has a separate bed",2,1,1,1,403
29,11943,200593,846823,Country space in the city,"Ditmas Park. Entire 3rd floor.  2 large rooms Sunny tree lined quiet street.  2 1/2 blocks to B express or Q local trains. 30 minutes to midtown. Light Breakfast included.  Organic food co-op, restaurants (3-4), pizza parlor in neighborhood.  ",1,1,2,2,932
30,12048,371785,846823,LowerEastSide apt share shortterm 1,"Live like a New Yorker instead of staying in a overpriced hotel/hostel. Share my small, cozy one bedroom apt. nestled in the  historic lower east side, steps to the subway and walking distance to the coolest neighborhoods. Sofa sleeper in living room Don't stay at a hostel! Stay with me in my lower east side apartment. ( Before reading description, PLEASE NOTE: do not automatically book with out messaging me first.) Cute, cozy, 1 bdrm apt in hip lower east side of Manhattan to share for short term stays - 1 person only for this particular listing (possible 2nd person (***no couples, see below***) Good situation for tourist looking for cheap place to stay that is more private and homey than a hostel or someone moving to NY and looking for a home base while you look for something more permanent or someone here in NYC for short term work/business.  I have a new comfy sofa sleeper in living room. The apartment is small with separate rooms for bedroom and living room. I would stay in bedroo",1,1,1,1,783
31,12192,786746,513896,ENJOY Downtown NYC!,"Please contact BEFORE sending reservation request.  Private Room with room for two, queen size bed in BASEMENT 3-bedroom apartment in bohemian East Village neighborhood. Restaurants, shops, live-music, night-life are all within blocks!   Awesome area for exploring downtown and seeing how locals live.   Apartment is in back of building and quiet for sleeping.   Flexible check-in and you can come and go as you please.  I love hosting travelers and will provide as much information as you want! You get your own room with comfortable queen size bed in 8x10 space.  Has plenty of storage & desk with fan & air conditioner during warmer months.  Good for short and long stays.   You will share the kitchen & bathroom with other guests and my roommate. Best for budget travelers looking for a safe, clean, convenient home base to experience NYC. Again it is in a three bedroom BASEMENT apartment with little sunlight.  FYI:  you must enter through building courtyard to get to apartment - so you will p",2,1,1,1,682
32,12318,336717,788749,West Side Retreat,"One Bedroom with your own private bathroom is available in this 2 bedroom, 2 bathroom, doorman building in the heart of the West Side of Manhattan.  The bedroom has a Queen size bed and TV.  The kitchen has every modern convenience to make cooking fun.  Please be prepared to book online, because I cannot hold your requested days... Location: Steps to Riverside Park, 1  and 1/2 blocks to subway.  Near the famous Zabars,  Museum of Natural History and major clothes shopping. I am at the office all day, sometimes early evenings. There is a list on the dinning room table with all the info you may need. Cynthia is easy to reach if you have any questions.  Roni",2,1,1,1,513
33,12343,89769,846823,BEST BET IN HARLEM,"Centrally located in the heart of Harlem located just steps away from major tourists destinations such as: The Schomburg Center for Research in Black Culture, The Apollo Theater, The Studio Museum of Harlem, Abyssinian Baptist Church, Striver’s Row, the Theresa Hotel, Astor Row, and the legendary Jungle Alley, is this beautiful West 131st Street apartment.   Open, airy, 1,000 Sq. Ft. one bedroom apartment centrally located in a brownstone in the heart of Harlem.  1-2 Guests $150 a night; 3-4 Guests $175 a night 	17 ft. ceilings, top floor, skylights, private 	Sleeps up to 4 (1 queen-sized bed, pullout sofa-bed, blow up mattress available upon request) 	Close to transportation: 15-20 minutes to midtown 	wifi internet service, cable television, cd player/radio 	close to 2 major supermarkets ",3,1,1,1,700
34,12627,144510,846823,Entire apartment in central Brooklyn neighborhood.,"My place is close to Prospect Park  and you’ll love it because of the neighborhood. Right in the heart of  ""Little Caribbean"", its central to grocery, restaurant, gym, yoga and bars.  It's also an ideal place for couples, solo adventurers, and business travelers. Spacious 1 bedroom apt in Prospect-Lefferts Garden neighborhood. The large living room can convert into an additional sleeping space for your stay using a queen sofa bed.  WiFi. Balcony has lovely view of Prospect park and Eastern Brooklyn.     Safe building with 24 hr security. Steps from Beautiful Prospect Park, Zoo, Brooklyn Museum of Art, Botanic Gardens and the Brooklyn Public Library. Bars, restaurants, yoga studios & gym all within 2 mins walk. Also only 20 mins from Union Square. NYC Subway lines Q, B, and S to Prospect Park. This makes for an easy commute to all areas of Manhattan & Brooklyn.",2,1,1,1,461
35,12937,82476,846823,"1 Stop fr. Manhattan! Private Suite,Landmark Block","Private room, dedicated bath and a separate entrance! Totally renovated Queen Anne Historic Townhouse Home on a safe, Landmark Block. Only one stop from Midtown Manhattan! Enjoy the rear private Garden at breakfast time. Beautiful tree lined,quiet street. 4 subway lines ( E, M, 7 and G ) are one block away! Great restaurants, supermarket and cafes nearby. Beautifully renovated bedroom suite in 1890 Townhouse on historic block, only 5 minutes from Manhattan.  Dedicated entrance under stoop to foyer leading to bedroom suite assures privacy (my daytime office/library is in the rear of this floor). Includes one double bed (sleeps 2), & one  thick futon sofa bed (sleeps 2 addit'l ).Microwave, small refrigerator, coffee maker in room.  THERE IS NO TV. NO COOKING . WIFI available. A friendly, medium sized dog (Gus) is on the premises.   Private Bathroom (walk-in shower stall big enough for two).  Soap, Shampoo, Clean towels, hairdryer provided.  Housekeeper once a week.   Beautiful rear garde",4,1,2,2,287
