id,listing_url,name,summary,space,description,city,state,country_code,country,property_type,room_type,accommodates,bathrooms,bedrooms,beds,amenities,price,weekly_price,monthly_price,HostId
14290,https://www.airbnb.com/rooms/14290,* ORIGINAL BROOKLYN LOFT *,"Original factory building loft,  lots of natural light 1200+ sqf loft 1 x bedroom with queen bed 1 x bed loft area with queen bed (ladder steps to access) open plan kitchen living area","BROOKLYN FACTORY LOFT MORGAN AVE L train (5 mins walk away)  (15 mins to union sq) Bushwick / East Williamsburg Large loft,  1200sqf, 14ft ceiling, top floor,loads of light , 2 large queen beds  (1 loft deck/bedroom with ladder steps) office area with large desk, fast  wi fi internet, open plan lounge and commercial style kitchen, dining area, stereo for musics etc, photo/art books, projector for evenings in. rooftop one flight up for a view of Manhattan and Brooklyn. fresh towels, sheets, soap etc, provided. lots of light with large windows on south and west direction. This is a non smoking Apartment :) great location in Bushwick, local cafes, bars, organic grocery store open 24hrs, art gallery, 5 minute walk to L train station 1 block from NY Loft Hostel,music venue downstairs, cafe, and the amazing Roberta's pizza, MoMo sushi, and TuTu's bar/resto, Forrest point, lot's of reviews online about the neighborhood....","Original factory building loft,  lots of natural light 1200+ sqf loft 1 x bedroom with queen bed 1 x bed loft area with queen bed (ladder steps to access) open plan kitchen living area BROOKLYN FACTORY LOFT MORGAN AVE L train (5 mins walk away)  (15 mins to union sq) Bushwick / East Williamsburg Large loft,  1200sqf, 14ft ceiling, top floor,loads of light , 2 large queen beds  (1 loft deck/bedroom with ladder steps) office area with large desk, fast  wi fi internet, open plan lounge and commercial style kitchen, dining area, stereo for musics etc, photo/art books, projector for evenings in. rooftop one flight up for a view of Manhattan and Brooklyn. fresh towels, sheets, soap etc, provided. lots of light with large windows on south and west direction. This is a non smoking Apartment :) great location in Bushwick, local cafes, bars, organic grocery store open 24hrs, art gallery, 5 minute walk to L train station 1 block from NY Loft Hostel,music venue downstairs, cafe, and the amazing Ro",Brooklyn,NY,US,United States,Loft,Entire home/apt,2,1.0,2.0,0.0,"{TV,Internet,Wifi,Kitchen,Breakfast,""Free street parking"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,Other}",$228.00,,,142114
14314,https://www.airbnb.com/rooms/14314,Greenpoint Place...Has It All!,,"Greenpoint Place still has great dates available but we are booking up fast!  You can rest assured, our private home falls within the NYC short term rental guidelines. You will enjoy a fully furnished living space which occupies the entire ground floor of our 1889 Victorian home. We offer you a complete kitchen w/ all appliances, beautifully tiled bath w/oversize shower and a separate bedroom w/queen bed, closet and chest of drawers. Living room w/HDTV and a queen size sofa bed for additional sleeping space. Linens, towels, basic paper products and soap/shampoo are included. On street parking is free, safe and widely available most likely in front of our home. We are a short walk to the 7 train which puts you along 42nd St. in one stop!  The East River Ferry, a nice alternative to the subway, is only six blocks away on India St. and the East River!  Fabulous restaurants, galleries and bars are flooding our neighborhood.  Enjoy the unique, diverse community feeling of Greenpoint. You wi","Greenpoint Place still has great dates available but we are booking up fast!  You can rest assured, our private home falls within the NYC short term rental guidelines. You will enjoy a fully furnished living space which occupies the entire ground floor of our 1889 Victorian home. We offer you a complete kitchen w/ all appliances, beautifully tiled bath w/oversize shower and a separate bedroom w/queen bed, closet and chest of drawers. Living room w/HDTV and a queen size sofa bed for additional sleeping space. Linens, towels, basic paper products and soap/shampoo are included. On street parking is free, safe and widely available most likely in front of our home. We are a short walk to the 7 train which puts you along 42nd St. in one stop!  The East River Ferry, a nice alternative to the subway, is only six blocks away on India St. and the East River!  Fabulous restaurants, galleries and bars are flooding our neighborhood.  Enjoy the unique, diverse community feeling of Greenpoint. You wi",Brooklyn,NY,US,United States,Apartment,Entire home/apt,4,1.0,1.0,2.0,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free street parking"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private living room"",""Children’s books and toys"",""Babysitter recommendations"",""Pack ’n Play/travel crib"",""Children’s dinnerware"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Luggage dropoff allowed"",""Shower gel"",""Trash can""}",$149.00,$940.00,"$3,400.00",111332
14322,https://www.airbnb.com/rooms/14322,Beautiful Apartment in Manhattan!!!,"You will find a welcoming apartment, I love to feel home after walking all day, and you will feel the same. A lovely home in the heart of Manhattan close to everything :) Please do not wear shoes in the apt, on rugs especially. Check in or out are flexible only if available.","THE APARTMENT IS MODERN AND WELL FURNISHED,SPOTLESS, WELL-MANTAINED, WELL DESIGNED, WOOD FLOOR AND LOTS OF WINDOWS!! I HAVE A NICE BIG SIZE ONE BEDROOM APARTMENT WITH A QUEEN SIZE BED, WITH ALL THE FACILITIES INCLUDED (AC on usage) The apartment is located  on the east side of manhattan, still in between of east village and mid town. Near you have many famous landmarks, including Gramercy Park, Union Square and NYU, Empire State building, Madison Square park and the Flat Iron building. It's also located near many great restaurants and cafes,bars, supermarkets and more.. Major bus an trains( 6 and N R Q) On the east side you are 2 avenues away from the East Side River, take the chance on a sunny day and walk, run or bike down until the Seaport, Brooklyn and Manhattan bridge. *Clean towels an sheets *Closet with hangers  *Unlimited Internet *Large full kitchen  *Moca Machine for coffee  *Bathroom with shower and full tub *AC on usage you will pay it at your departure. *Cable HD with feat","You will find a welcoming apartment, I love to feel home after walking all day, and you will feel the same. A lovely home in the heart of Manhattan close to everything :) Please do not wear shoes in the apt, on rugs especially. Check in or out are flexible only if available. THE APARTMENT IS MODERN AND WELL FURNISHED,SPOTLESS, WELL-MANTAINED, WELL DESIGNED, WOOD FLOOR AND LOTS OF WINDOWS!! I HAVE A NICE BIG SIZE ONE BEDROOM APARTMENT WITH A QUEEN SIZE BED, WITH ALL THE FACILITIES INCLUDED (AC on usage) The apartment is located  on the east side of manhattan, still in between of east village and mid town. Near you have many famous landmarks, including Gramercy Park, Union Square and NYU, Empire State building, Madison Square park and the Flat Iron building. It's also located near many great restaurants and cafes,bars, supermarkets and more.. Major bus an trains( 6 and N R Q) On the east side you are 2 avenues away from the East Side River, take the chance on a sunny day and walk, run or",New York,NY,US,United States,Apartment,Entire home/apt,1,1.0,1.0,1.0,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",""Pets live on this property"",Dog(s),Cat(s),""Other pet(s)"",""Free street parking"",""Hot tub"",""Buzzer/wireless intercom"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private living room"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Paid parking on premises""}",$200.00,"$1,400.00","$3,200.00",5586
14377,https://www.airbnb.com/rooms/14377,Williamsburg 1 bedroom Apartment,,"Fully furnished 1 bedroom apartment in Williamsburg, Brooklyn. Apartment is set up with everything to make you comfortable.  Bedroom has a queen sized pillow top mattress and an air conditioner.  Living room is set up with flat screen with roku with netflix/hulu/amazon prime, air conditioner, and a desk to work.   Apartment has an eat in kitchen with stainless steel appliances and all the dishes/cookware necessary.  The building has an elevator. The neighborhood is extremely trendy. Within walking distance are many coffee shops, bars, restaurants, shops.  There are several large music venues as well as smaller ones in the neighborhood.  An abundance of thrift/vintage shops thrive in Williamsburg.   Rarely is it necessary to leave the neighborhood for a great night out.  The JMZ train is 3 blocks away. 1 stop to Manhattan, Lower East Side. L train is 10 minutes walk, 1 stop to Manhattan. Or walk over the Williamsburg bridge into Manhattan's Lower East Side. The night view of Manhattan o","Fully furnished 1 bedroom apartment in Williamsburg, Brooklyn. Apartment is set up with everything to make you comfortable.  Bedroom has a queen sized pillow top mattress and an air conditioner.  Living room is set up with flat screen with roku with netflix/hulu/amazon prime, air conditioner, and a desk to work.   Apartment has an eat in kitchen with stainless steel appliances and all the dishes/cookware necessary.  The building has an elevator. The neighborhood is extremely trendy. Within walking distance are many coffee shops, bars, restaurants, shops.  There are several large music venues as well as smaller ones in the neighborhood.  An abundance of thrift/vintage shops thrive in Williamsburg.   Rarely is it necessary to leave the neighborhood for a great night out.  The JMZ train is 3 blocks away. 1 stop to Manhattan, Lower East Side. L train is 10 minutes walk, 1 stop to Manhattan. Or walk over the Williamsburg bridge into Manhattan's Lower East Side. The night view of Manhattan o",Brooklyn,NY,US,United States,Apartment,Entire home/apt,2,1.0,1.0,1.0,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,Elevator,""Free street parking"",""Buzzer/wireless intercom"",Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",""Smart lock"",Keypad,Lockbox,""Building staff"",""Private entrance"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove}",$150.00,,,131543
14468,https://www.airbnb.com/rooms/14468,Under the Empire State Building (Females Only),"My place is close to Empire State Building & 6 Train. You’ll love my place because it's clean, modern, spacious, and has a huge balcony with great view of Empire State Building and it's close to everything in Manhattan. My place is ideal for groups, solo adventurers, and business travelers. (Females Only)","One bedroom in a 2 bedroom apartment available for rent in Murray Hill / Midtown Manhattan.  Large balcony with fantastic view of Empire State building.  Well appointed and nicely furnished with wi-fi. Ideal location for sightseeing in NYC. Close Central Park, Village, Union Square.","My place is close to Empire State Building & 6 Train. You’ll love my place because it's clean, modern, spacious, and has a huge balcony with great view of Empire State Building and it's close to everything in Manhattan. My place is ideal for groups, solo adventurers, and business travelers. (Females Only) One bedroom in a 2 bedroom apartment available for rent in Murray Hill / Midtown Manhattan.  Large balcony with fantastic view of Empire State building.  Well appointed and nicely furnished with wi-fi. Ideal location for sightseeing in NYC. Close Central Park, Village, Union Square. Whole apartment Little to none, aside from logistical coordination. The neighborhood is very safe. It is located near a Trader Joe's grocery store, a Fairway grocery store, and many delicious restaurants including Indian foods, pan-Asian cuisines, classic american, coffee shops, corner stores, you name it. All of these literally less than a block away. This building is 2 blocks away from the 6 subway train",New York,NY,US,United States,Apartment,Private room,3,1.0,1.0,1.0,"{Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Breakfast,Elevator,""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Host greets you"",""Paid parking on premises""}",$85.00,,,139811
14991,https://www.airbnb.com/rooms/14991,"Great Location, Manhattan Bedroom!","Room for rent in my Manhattan apartment. The area is beautiful. It's the Lower East Side, a very nice neighborhood with lots of places to eat and hang out and it is in the heart of Manhattan.","I have a room for rent in my Lower East Side (Manhattan) apartment. This is an apartment share situation. Minimum stay 5 nights.    The apt has two bedrooms, one is mine. The one I rent has a queen bed and a dresser. The room has two windows. The use of the kitchen and bathroom are shared with me. Location: The area is beautiful. It's the Lower East Side, a very nice neighborhood with lots of places to eat and hang out and it is in the heart of Manhattan. I offer clean sheets and towels at the beginning of the stay, you are welcome to laundry them during the stay.  I do offer a clean apartment at the beginning, during the stay it is a share like situation where everybody's help to keep it clean is highly appreciated! No smoking is allowed and no shoes, bring your slippers!  Utilities and wireless WIFI are included. The bed is a full size: Mattress length: 74 "" Mattress width: 55 1/8 "" Mattress length: 188 cm Mattress width: 140 cm Closest Subways: F train on 1st street at 1st Avenue, 6","Room for rent in my Manhattan apartment. The area is beautiful. It's the Lower East Side, a very nice neighborhood with lots of places to eat and hang out and it is in the heart of Manhattan. I have a room for rent in my Lower East Side (Manhattan) apartment. This is an apartment share situation. Minimum stay 5 nights.    The apt has two bedrooms, one is mine. The one I rent has a queen bed and a dresser. The room has two windows. The use of the kitchen and bathroom are shared with me. Location: The area is beautiful. It's the Lower East Side, a very nice neighborhood with lots of places to eat and hang out and it is in the heart of Manhattan. I offer clean sheets and towels at the beginning of the stay, you are welcome to laundry them during the stay.  I do offer a clean apartment at the beginning, during the stay it is a share like situation where everybody's help to keep it clean is highly appreciated! No smoking is allowed and no shoes, bring your slippers!  Utilities and wireless ",New York,NY,US,United States,Apartment,Private room,1,1.0,1.0,1.0,"{TV,Wifi,""Air conditioning"",Kitchen,Elevator,""Buzzer/wireless intercom"",Heating,""Smoke detector"",""Carbon monoxide detector""}",$110.00,,,83545
15220,https://www.airbnb.com/rooms/15220,Best Location in NYC! TIMES SQUARE!,Super cool and spacious bedroom.!Super quiet to sleep and relax and yet in the middle of its all. 3 blocks from Times Square.  2 blocks from port authority bus terminal and major train lines in NYC!,"The apartment has a kitchen and two bedrooms with two full sized bed, There are huge windows, which provide great sun light! The shower and sink are inside the apartment and the toilet is conveniently located outside the apt in the hallway and is exclusively for the use of this apt.  The kitchen is equipped with a stove, silverware, microwave, coffee maker, blender, two Televisions, two Air conditioners .There is a internet with WIFI throughout. The kitchen can be used to cook breakfast only, and is available to eat lunch and dinner, but not to cook these meals in.  However, the Microwave is always available! The apartment is in New York City's Best Location, right in the heart of it all, only steps to the famous Times Square and theater district. Times Square is a major commercial intersection in Midtown Manhattan, New York City, USA, at the junction of Broadway and Seventh Avenue and stretching from West 42nd to West 47th Streets. Times Square, iconified as ""The Crossroads of the Wor","Super cool and spacious bedroom.!Super quiet to sleep and relax and yet in the middle of its all. 3 blocks from Times Square.  2 blocks from port authority bus terminal and major train lines in NYC! The apartment has a kitchen and two bedrooms with two full sized bed, There are huge windows, which provide great sun light! The shower and sink are inside the apartment and the toilet is conveniently located outside the apt in the hallway and is exclusively for the use of this apt.  The kitchen is equipped with a stove, silverware, microwave, coffee maker, blender, two Televisions, two Air conditioners .There is a internet with WIFI throughout. The kitchen can be used to cook breakfast only, and is available to eat lunch and dinner, but not to cook these meals in.  However, the Microwave is always available! The apartment is in New York City's Best Location, right in the heart of it all, only steps to the famous Times Square and theater district. Times Square is a major commercial intersec",New York,NY,US,United States,Apartment,Private room,1,0.5,1.0,1.0,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Buzzer/wireless intercom"",Heating,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",""Host greets you""}",$69.00,,,870848
15341,https://www.airbnb.com/rooms/15341,**Bright Nolita Apt w Doorman/Elevators/Gym**,"Greetings! This is a bright, spartan 1-bedroom in a Luxury Nolita high-rise condo building with 24 hour lobby attendants and elevators. Amazing location with nearby subways, Whole Foods, SoHo, Lower East Side, Little Italy, Chinatown, NYU.","Hello ~ : ) I'm taking short term stays in my Nolita apartment for a minimum of 30 day stays. This is a simple, spartan 1-bedroom in an awesome, safe neighborhood.  For the stay, I am looking for guests who are Mature, Low Key, Financially Secure, Non-Smoking in the room, Relatively LOW maintenance & clean, and NON-Partying (meaning I dont mind if you like to have fun, just no throwing parties in THIS apartment, please).","Greetings! This is a bright, spartan 1-bedroom in a Luxury Nolita high-rise condo building with 24 hour lobby attendants and elevators. Amazing location with nearby subways, Whole Foods, SoHo, Lower East Side, Little Italy, Chinatown, NYU. Hello ~ : ) I'm taking short term stays in my Nolita apartment for a minimum of 30 day stays. This is a simple, spartan 1-bedroom in an awesome, safe neighborhood.  For the stay, I am looking for guests who are Mature, Low Key, Financially Secure, Non-Smoking in the room, Relatively LOW maintenance & clean, and NON-Partying (meaning I dont mind if you like to have fun, just no throwing parties in THIS apartment, please). Apartment Amenities include:  * WiFi 25/25MBps (Download/Upload) * FiOS TV (Online streaming movies, TV series, Widgets, Showtime, 260+ channels and music) * Large wall closet in bedroom * Heating/Cooling unit inside both rooms * Cable TV connection in both rooms * Large Windows * Furnished * Desk * Queen sized bed * Floor lamp  * 2 ",New York,NY,US,United States,Condominium,Entire home/apt,2,1.0,1.0,2.0,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Gym,Elevator,""Free street parking"",""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",""Building staff"",Bathtub,""Hot water"",""Bed linens"",""Ethernet connection"",Microwave,Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Luggage dropoff allowed"",""Long term stays allowed"",""Shower gel"",""Trash can""}",$180.00,,"$4,550.00",62664
15385,https://www.airbnb.com/rooms/15385,"Very, very cozy place","A home away from home.Its a very cute and charming. full size bed (sheets and towels included). VERY CLEAN  You are welcome to use the kitchen. Amazing stores, restaurants and cafes. Close to the river and to the Williamsburg bridge No smoking and no pets.","Best location in Williamsburg - Brooklyn, first stop on the L, J,Z.M 10 to 15 min walk. Close to Bedford av. The apartment is overall a welcoming space. Small and charming. You will get a private room, my room is at the oposite end. Very comfortable kitchen and I will like  to keep it spotless at all time. Be ready to go up 4 floors. A good way to keep your legs in shape ;)","A home away from home.Its a very cute and charming. full size bed (sheets and towels included). VERY CLEAN  You are welcome to use the kitchen. Amazing stores, restaurants and cafes. Close to the river and to the Williamsburg bridge No smoking and no pets. Best location in Williamsburg - Brooklyn, first stop on the L, J,Z.M 10 to 15 min walk. Close to Bedford av. The apartment is overall a welcoming space. Small and charming. You will get a private room, my room is at the oposite end. Very comfortable kitchen and I will like  to keep it spotless at all time. Be ready to go up 4 floors. A good way to keep your legs in shape ;) For the most part ill be at the apartment while is rented. Williamsburg is one of the best places to be n Brooklyn. super cool vibe, amazing shops and restaurant just 10 to 15 min on the train to Manhattan.  Some days you don't even have to leave the neighborhood, It is a great place to hangout. L, J M and Z",Brooklyn,NY,US,United States,Apartment,Private room,1,1.0,1.0,1.0,"{Wifi,""Air conditioning"",Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",Essentials,""Lock on bedroom door"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Lockbox,""Hot water"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove}",$90.00,,"$1,200.00",48401
15396,https://www.airbnb.com/rooms/15396,Sunny & Spacious Chelsea Apartment,"Modern, spacious, bright and well designed apartment in Chelsea/Midtown Manhattan close to everything & a great spot to explore the city!  Family-friendly space with great food shopping nearby.  Also very well suited for business travelers. Minimum rental period: +30 nights",,"Modern, spacious, bright and well designed apartment in Chelsea/Midtown Manhattan close to everything & a great spot to explore the city!  Family-friendly space with great food shopping nearby.  Also very well suited for business travelers. Minimum rental period: +30 nights Available via phone, text, email to help with any questions you may have and happy to recommend restaurants etc. Explore Chelsea's thriving new gallery district, Midtown Manhattan shopping, museums, restaurants and nightlife. Excellent location for a NYC visit. Two Subway stops (A/C/E and 1/2/3 train lines) are within 1 block of the apartment. A variety of parking garages are nearby. Can not accept reservations more than 6 weeks in advance.",New York,NY,US,United States,Apartment,Entire home/apt,4,2.0,2.0,2.0,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Paid parking off premises"",""Pets allowed"",Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",Bathtub,""High chair"",""Children’s books and toys"",Crib,""Pack ’n Play/travel crib"",""Children’s dinnerware"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Host greets you""}",$375.00,"$2,750.00","$7,500.00",899817
15711,https://www.airbnb.com/rooms/15711,2 bedroom - Upper East Side-great for kids,"This apartment is  perfect for families. A Queen bed in the master bedroom and a nursery with a crib (or toddler bed) and a full sized bunk bed. (Two- need to update the picture). The living room has a new couch that can be two Twin Beds or one slide into a Queen (no pullout frame!).  There is air conditioning in each room, TV in the living room and the master bedroom, and a full kitchen. Updated pictures are coming.","Enjoy an excellent and much more reasonably priced and comfortable alternative to a New York City hotel. Our newly renovated 2 bedroom is located on the charming, tree lined, park block of 77th Street between York Avenue and John Jay Park -  right in the middle of the very safe, Upper East Side. The apartment is a 5th floor walk-up in a beautiful Historic Old World style building with a central courtyard. This apartment can sleep 6 people and a baby.  The apartment has high ceilings, 4 floor to ceiling windows  (lots of light) and hard wood flooring throughout. The master bedroom has a queen  sized bed, dresser,TV, closet and two windows.   The second bedroom is small and set up for our two kids, but has a floor to ceiling window, crib, closet and  a full sized bunk bed. The living room has a large flat screen TV, a  comfortable sectional sofa that can convert to two twin beds or a Queen sized bed.   It has an eat-in kitchen, which is large for NYC and opens into the living room.  Many","This apartment is  perfect for families. A Queen bed in the master bedroom and a nursery with a crib (or toddler bed) and a full sized bunk bed. (Two- need to update the picture). The living room has a new couch that can be two Twin Beds or one slide into a Queen (no pullout frame!).  There is air conditioning in each room, TV in the living room and the master bedroom, and a full kitchen. Updated pictures are coming. Enjoy an excellent and much more reasonably priced and comfortable alternative to a New York City hotel. Our newly renovated 2 bedroom is located on the charming, tree lined, park block of 77th Street between York Avenue and John Jay Park -  right in the middle of the very safe, Upper East Side. The apartment is a 5th floor walk-up in a beautiful Historic Old World style building with a central courtyard. This apartment can sleep 6 people and a baby.  The apartment has high ceilings, 4 floor to ceiling windows  (lots of light) and hard wood flooring throughout. The master ",New York,NY,US,United States,Apartment,Entire home/apt,6,1.0,2.0,4.0,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free street parking"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Outlet covers"",""Baby bath"",""Changing table"",""High chair"",""Stair gates"",""Children’s books and toys"",""Table corner guards"",""Babysitter recommendations"",Crib,""Room-darkening shades"",""Children’s dinnerware"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed""}",$200.00,"$2,000.00","$6,000.00",215558
15729,https://www.airbnb.com/rooms/15729,Village Green,,"Beautiful bedroom in a duplex house with large outdoor garden.  Located in Red Hook Brooklyn just a short walk to the water, great views of lower Manhattan and the statue of liberty.   NOTE: THIS LISTING IS FOR (1) PRIVATE ROOM YOU CAN RENT THE ENTIRE DUPLEX AS WELL in another listing.","Beautiful bedroom in a duplex house with large outdoor garden.  Located in Red Hook Brooklyn just a short walk to the water, great views of lower Manhattan and the statue of liberty.   NOTE: THIS LISTING IS FOR (1) PRIVATE ROOM YOU CAN RENT THE ENTIRE DUPLEX AS WELL in another listing.",Brooklyn,NY,US,United States,House,Private room,4,1.0,1.0,1.0,"{Wifi,""Air conditioning"",Kitchen,""Pets allowed"",""Pets live on this property"",Dog(s),""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer}",$89.00,$595.00,"$2,150.00",851012
16326,https://www.airbnb.com/rooms/16326,Comfortable 4-bedroom apt in family house.,"Spacious and clean four bedroom, two bathroom apartment. Beautiful, safe Brooklyn neighborhood. Close to Manhattan via Subway. The other apartment is me and my family.","Brooklyn Vacation Rental for up to 8 people Vacation Rental Details: This apartment is in a 2 family house (the other apartment is me). We rent the apartment out as a vacation rental. It's a great way for tourists to visit New York City, and not have to pay hotel prices! APARTMENT DETAILS: - master bedroom (queen bed) - master bathroom - three bedrooms (full beds; all bedrooms are private and have windows, except for fourth bedroom, which is private, but has no window) - second full bathroom - Comfortable living room with two sofas, TV and DVD player - Kitchen equipped with dishes, silverware, pots & pans, stove/oven, dishwasher, microwave, coffee maker, toaster, fridge/freezer - Linens and towels included - no washer or dryer, but there is a laundromat one block away (they also do drop-off service for a reasonable price) - Internet access (WiFi) included - very clean (I clean it myself after every group), non-toxic/ biodegradable cleaning products - Security Deposit required (normally","Spacious and clean four bedroom, two bathroom apartment. Beautiful, safe Brooklyn neighborhood. Close to Manhattan via Subway. The other apartment is me and my family. Brooklyn Vacation Rental for up to 8 people Vacation Rental Details: This apartment is in a 2 family house (the other apartment is me). We rent the apartment out as a vacation rental. It's a great way for tourists to visit New York City, and not have to pay hotel prices! APARTMENT DETAILS: - master bedroom (queen bed) - master bathroom - three bedrooms (full beds; all bedrooms are private and have windows, except for fourth bedroom, which is private, but has no window) - second full bathroom - Comfortable living room with two sofas, TV and DVD player - Kitchen equipped with dishes, silverware, pots & pans, stove/oven, dishwasher, microwave, coffee maker, toaster, fridge/freezer - Linens and towels included - no washer or dryer, but there is a laundromat one block away (they also do drop-off service for a reasonable price",Brooklyn,NY,US,United States,Condominium,Entire home/apt,8,2.0,4.0,4.0,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Free street parking"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private entrance"",Bathtub,""High chair"",""Children’s books and toys"",""Window guards"",""Pack ’n Play/travel crib"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Cleaning before checkout"",""Firm mattress""}",$200.00,,,632008
